"","X","Title","year","rated","released","runtime","genre","director","awards","imdbrating","boxOffice","key"
"163",175,"Dreaming Lips","1937","N/A","19 May 1937","94 min","Drama","Paul Czinner","N/A","6.2","N/A","Dreaming Lips (1937)"
"164",176,"Dumbo","2019","N/A","29 Mar 2019","N/A","Animation, Family, Fantasy","Tim Burton","N/A","N/A","N/A","Dumbo (2019)"
"165",177,"The Echo","2008","R","28 May 2009","90 min","Drama, Horror, Mystery","Yam Laranas","N/A","5.7","N/A","The Echo (2008)"
"166",178,"Edtv","1999","PG-13","26 Mar 1999","122 min","Comedy, Drama","Ron Howard","1 win & 1 nomination.","6.1","N/A","Edtv (1999)"
"167",179,"Sri Mahalakshmi","2007","N/A","04 May 2007","N/A","N/A","Vijayan","N/A","5.0","N/A","Sri Mahalakshmi (2007)"
"168",181,"Endless Love","2014","PG-13","14 Feb 2014","104 min","Drama, Romance","Shana Feste","1 win.","6.3","N/A","Endless Love (2014)"
"169",182,"Escapade","1935","N/A","06 Jul 1935","92 min","Comedy, Romance","Robert Z. Leonard","N/A","7.2","N/A","Escapade (1935)"
"170",183,"Evil Dead","2013","R","05 Apr 2013","91 min","Fantasy, Horror","Fede Alvarez","6 wins & 18 nominations.","6.5","$54,200,000","Evil Dead (2013)"
"171",184,"The Eye","2008","PG-13","01 Feb 2008","98 min","Horror, Mystery, Thriller","David Moreau, Xavier Palud","2 wins & 3 nominations.","5.4","$31,400,000","The Eye (2008)"
"172",185,"Excursion to the Moon","1908","N/A","01 Feb 1908","7 min","Sci-Fi, Short","Segundo de Chomón","N/A","5.5","N/A","Excursion to the Moon (1908)"
"173",186,"The Ten Commandments","1956","APPROVED","05 Oct 1956","220 min","Adventure, Drama","Cecil B. DeMille","Won 1 Oscar. Another 6 wins & 8 nominations.","7.9","N/A","The Ten Commandments (1956)"
"174",188,"The Experiment","2010","R","12 Aug 2010","96 min","Drama, Thriller","Paul Scheuring","N/A","6.4","N/A","The Experiment (2010)"
"175",189,"Fame","2009","PG","25 Sep 2009","107 min","Comedy, Drama, Musical","Kevin Tancharoen","1 nomination.","5.0","$22,429,956","Fame (2009)"
"176",190,"Fatal Attraction","1987","R","18 Sep 1987","119 min","Drama, Thriller","Adrian Lyne","Nominated for 6 Oscars. Another 7 wins & 16 nominations.","6.9","N/A","Fatal Attraction (1987)"
"177",191,"Father of the Bride","1991","PG","20 Dec 1991","105 min","Comedy, Family, Romance","Charles Shyer","1 win & 4 nominations.","6.5","N/A","Father of the Bride (1991)"
"178",192,"Fathers' Day","1997","PG-13","09 May 1997","98 min","Comedy, Romance","Ivan Reitman","1 nomination.","5.1","N/A","Fathers' Day (1997)"
"179",193,"FC Venus","2006","N/A","27 Apr 2006","100 min","Comedy, Romance, Sport","Ute Wieland","1 nomination.","5.9","N/A","FC Venus (2006)"
"180",194,"The Fiend Who Walked the West","1958","N/A","01 Aug 1958","101 min","Western","Gordon Douglas","N/A","6.4","N/A","The Fiend Who Walked the West (1958)"
"181",195,"The Firm","2009","N/A","18 Sep 2009","90 min","Drama","Nick Love","N/A","5.8","N/A","The Firm (2009)"
"182",197,"Back from Eternity","1956","APPROVED","19 Feb 1957","100 min","Drama","John Farrow","N/A","6.5","N/A","Back from Eternity (1956)"
"183",198,"Los que volvieron","1948","N/A","21 Jan 1948","78 min","Adventure, Drama, Mystery","Alejandro Galindo","N/A","6.5","N/A","Los que volvieron (1948)"
"184",199,"Flatliners","2017","PG-13","29 Sep 2017","110 min","Drama, Horror, Sci-Fi","Niels Arden Oplev","N/A","5.0","$16,877,430","Flatliners (2017)"
"185",200,"Fled","1996","R","19 Jul 1996","98 min","Action, Adventure, Crime","Kevin Hooks","N/A","5.3","N/A","Fled (1996)"
"186",201,"Flight of the Phoenix","2004","PG-13","17 Dec 2004","113 min","Action, Adventure, Drama","John Moore","2 nominations.","6.1","$20,900,803","Flight of the Phoenix (2004)"
"187",202,"Flipper","1996","PG","17 May 1996","95 min","Family, Adventure","Alan Shapiro","4 nominations.","5.2","N/A","Flipper (1996)"
"188",203,"Floating Weeds","1959","NOT RATED","24 Nov 1970","119 min","Drama","Yasujirô Ozu","N/A","8.0","N/A","Floating Weeds (1959)"
"189",204,"Flubber","1997","PG","26 Nov 1997","93 min","Comedy, Family, Sci-Fi","Les Mayfield","3 wins & 2 nominations.","5.2","N/A","Flubber (1997)"
"190",205,"The Fly","1986","R","15 Aug 1986","96 min","Drama, Horror, Sci-Fi","David Cronenberg","Won 1 Oscar. Another 5 wins & 11 nominations.","7.5","N/A","The Fly (1986)"
"191",206,"The Fog","2005","PG-13","14 Oct 2005","100 min","Horror","Rupert Wainwright","2 wins.","3.6","$29,511,112","The Fog (2005)"
"192",207,"Footloose","2011","PG-13","14 Oct 2011","113 min","Comedy, Drama, Music","Craig Brewer","3 nominations.","5.9","$51,780,537","Footloose (2011)"
"193",208,"Forbidden Fruit","1921","N/A","23 Jan 1921","87 min","Drama","Cecil B. DeMille","N/A","7.0","N/A","Forbidden Fruit (1921)"
"194",209,"Four Sons","1940","APPROVED","14 Jun 1940","89 min","Drama, History, War","Archie Mayo","N/A","6.3","N/A","Four Sons (1940)"
"195",210,"Freaky Friday","1995","N/A","06 May 1995","86 min","Comedy, Family, Fantasy","Melanie Mayron","N/A","6.0","N/A","Freaky Friday (1995)"
"196",211,"Freaky Friday","2003","PG","06 Aug 2003","97 min","Comedy, Family, Fantasy","Mark Waters","Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.","6.2","$110,180,505","Freaky Friday (2003)"
"197",212,"Free State of Jones","2016","R","24 Jun 2016","139 min","Action, Biography, Drama","Gary Ross","3 wins & 4 nominations.","6.9","N/A","Free State of Jones (2016)"
"198",213,"Friday the 13th","2009","R","13 Feb 2009","97 min","Horror","Marcus Nispel","2 wins & 4 nominations.","5.6","$64,959,486","Friday the 13th (2009)"
"199",214,"Fright Night","2011","R","19 Aug 2011","106 min","Comedy, Horror","Craig Gillespie","2 wins & 8 nominations.","6.4","$18,298,649","Fright Night (2011)"
"200",215,"The Front Page","1974","PG","18 Dec 1974","105 min","Comedy, Drama, Romance","Billy Wilder","Nominated for 3 Golden Globes. Another 2 wins & 1 nomination.","7.4","N/A","The Front Page (1974)"
"201",216,"Fun with Dick and Jane","2005","PG-13","21 Dec 2005","90 min","Comedy, Crime","Dean Parisot","7 nominations.","6.1","$110,332,737","Fun with Dick and Jane (2005)"
"202",218,"Waterloo Bridge","1940","PASSED","17 May 1940","108 min","Drama, Romance, War","Mervyn LeRoy","Nominated for 2 Oscars. Another 1 win.","7.8","N/A","Waterloo Bridge (1940)"
"203",219,"Gaby","1956","N/A","17 Oct 1956","96 min","Drama","Curtis Bernhardt","N/A","6.0","N/A","Gaby (1956)"
"204",220,"Gambit","2012","PG-13","21 Nov 2012","89 min","Comedy, Crime","Michael Hoffman","N/A","5.7","$689,042","Gambit (2012)"
"205",221,"The Gambler","2014","R","25 Dec 2014","111 min","Crime, Drama, Thriller","Rupert Wyatt","1 win & 3 nominations.","6.0","$18,884,667","The Gambler (2014)"
"206",222,"Gaslight","1944","PASSED","30 Oct 1944","114 min","Crime, Drama, Film-Noir","George Cukor","Won 2 Oscars. Another 3 wins & 7 nominations.","7.9","N/A","Gaslight (1944)"
"207",223,"Get Carter","2000","R","06 Oct 2000","102 min","Action, Crime, Drama","Stephen Kay","5 nominations.","5.1","$14,551,088","Get Carter (2000)"
"208",224,"The Girl Downstairs","1938","N/A","23 Dec 1938","77 min","Comedy, Romance","Norman Taurog","N/A","6.2","N/A","The Girl Downstairs (1938)"
"209",225,"Gharshana","2004","N/A","30 Jul 2004","159 min","Action, Crime, Drama","Gautham Menon","N/A","7.3","N/A","Gharshana (2004)"
"210",226,"Ghostbusters","2016","PG-13","15 Jul 2016","116 min","Action, Comedy, Fantasy","Paul Feig","5 wins & 24 nominations.","5.3","$128,344,089","Ghostbusters (2016)"
"211",227,"Ghost Theater","2015","N/A","21 Nov 2015","99 min","Horror","Hideo Nakata","N/A","4.9","N/A","Ghost Theater (2015)"
"212",228,"Gloria","1999","R","22 Jan 1999","108 min","Crime, Drama, Thriller","Sidney Lumet","6 nominations.","5.1","N/A","Gloria (1999)"
"213",229,"Godzilla","1998","PG-13","20 May 1998","139 min","Action, Sci-Fi, Thriller","Roland Emmerich","10 wins & 12 nominations.","5.3","N/A","Godzilla (1998)"
"214",230,"Godzilla","2014","PG-13","16 May 2014","123 min","Action, Adventure, Sci-Fi","Gareth Edwards","6 wins & 31 nominations.","6.4","$172,962,996","Godzilla (2014)"
"215",231,"Going in Style","2017","PG-13","07 Apr 2017","96 min","Comedy, Crime","Zach Braff","N/A","6.6","N/A","Going in Style (2017)"
"216",232,"Gone in 60 Seconds: The Ride","2000","N/A","N/A","N/A","Action","N/A","1 nomination.","7.1","N/A","Gone in 60 Seconds: The Ride (2000)"
"217",233,"The Goodbye Girl","2004","NOT RATED","16 Jan 2004","103 min","Comedy","Richard Benjamin","1 nomination.","6.1","N/A","The Goodbye Girl (2004)"
"218",234,"The Good Companions","1957","N/A","01 May 1958","104 min","Comedy, Musical, Romance","J. Lee Thompson","N/A","6.3","N/A","The Good Companions (1957)"
"219",235,"Good Morning","1959","NOT RATED","01 Feb 1962","94 min","Comedy, Drama","Yasujirô Ozu","N/A","7.9","N/A","Good Morning (1959)"
"220",236,"The Good Thief","2002","R","25 Apr 2003","109 min","Action, Crime, Drama","Neil Jordan","1 win & 1 nomination.","6.6","$3,416,785","The Good Thief (2002)"
"221",237,"Gordon of Ghost City","1933","APPROVED","14 Aug 1933","220 min","Action, Mystery, Western","Ray Taylor","N/A","6.6","N/A","Gordon of Ghost City (1933)"
"222",238,"The Great Train Robbery","1904","N/A","26 Jun 1904","N/A","Short, Western","Siegmund Lubin","N/A","7.1","N/A","The Great Train Robbery (1904)"
"223",239,"The Grudge","2004","PG-13","22 Oct 2004","91 min","Horror, Mystery, Thriller","Takashi Shimizu","2 wins & 10 nominations.","5.9","$110,175,871","The Grudge (2004)"
"224",240,"Guess Who","2005","PG-13","25 Mar 2005","105 min","Comedy, Romance","Kevin Rodney Sullivan","16 nominations.","5.9","$67,962,333","Guess Who (2005)"
"225",241,"Halloween","2007","R","31 Aug 2007","109 min","Horror","Rob Zombie","2 wins & 2 nominations.","6.1","$58,192,545.00","Halloween (2007)"
"226",242,"The Hand","1981","R","24 Apr 1981","104 min","Drama, Horror, Thriller","Oliver Stone","2 nominations.","5.4","N/A","The Hand (1981)"
"227",243,"Happy New Year","1987","PG","07 Aug 1987","85 min","Comedy, Crime, Romance","John G. Avildsen","N/A","6.0","N/A","Happy New Year (1987)"
"228",244,"Hara-Kiri: Death of a Samurai","2011","NOT RATED","20 Jul 2012","128 min","Drama","Takashi Miike","5 nominations.","7.3","$60,201","Hara-Kiri: Death of a Samurai (2011)"
"229",245,"The Hasty Heart","1983","N/A","N/A","100 min","Drama","Martin M. Speer","N/A","8.8","N/A","The Hasty Heart (1983)"
"230",246,"Haunted Gold","1932","PASSED","17 Dec 1932","58 min","Horror, Mystery, Western","Mack V. Wright","N/A","5.5","N/A","Haunted Gold (1932)"
"231",247,"The Haunting","1999","PG-13","23 Jul 1999","113 min","Fantasy, Horror, Mystery","Jan de Bont","3 wins & 14 nominations.","4.9","N/A","The Haunting (1999)"
"232",248,"Head Above Water","1996","PG-13","25 Jun 1997","92 min","Comedy, Thriller","Jim Wilson","1 win & 1 nomination.","6.0","N/A","Head Above Water (1996)"
"233",249,"The Heartbreak Kid","2007","R","05 Oct 2007","116 min","Comedy, Romance","Bobby Farrelly, Peter Farrelly","1 win.","5.8","$36,771,343","The Heartbreak Kid (2007)"
"234",250,"Heat","1995","R","15 Dec 1995","170 min","Action, Crime, Drama","Michael Mann","12 nominations.","8.2","N/A","Heat (1995)"
"235",251,"Her Majesty, Love","1931","N/A","15 Dec 1931","75 min","Comedy, Musical, Romance","William Dieterle","N/A","6.2","N/A","Her Majesty, Love (1931)"
"236",252,"Outland","1981","R","22 May 1981","112 min","Action, Crime, Sci-Fi","Peter Hyams","Nominated for 1 Oscar. Another 1 win & 6 nominations.","6.6","N/A","Outland (1981)"
"237",253,"High Noon","2000","PG-13","20 Aug 2000","88 min","Drama, Western","Rod Hardy","2 nominations.","5.6","N/A","High Noon (2000)"
"238",254,"High Society","1956","APPROVED","17 Jul 1956","111 min","Comedy, Musical, Romance","Charles Walters","Nominated for 2 Oscars. Another 1 nomination.","7.0","N/A","High Society (1956)"
"239",255,"The Hills Have Eyes","2006","R","10 Mar 2006","107 min","Horror","Alexandre Aja","2 wins & 7 nominations.","6.4","$41,685,824","The Hills Have Eyes (2006)"
"240",256,"The Hitcher","2007","R","19 Jan 2007","84 min","Horror, Thriller","Dave Meyers","2 wins & 2 nominations.","5.6","$16,399,999","The Hitcher (2007)"
"241",257,"Holiday","1938","APPROVED","15 Jun 1938","95 min","Comedy, Romance","George Cukor","Nominated for 1 Oscar. Another 1 win.","7.9","N/A","Holiday (1938)"
"242",258,"Homeward Bound: The Incredible Journey","1993","G","12 Feb 1993","84 min","Adventure, Comedy, Drama","Duwayne Dunham","N/A","6.9","N/A","Homeward Bound: The Incredible Journey (1993)"
"243",259,"Hoodman Blind","1923","N/A","20 Dec 1923","60 min","Drama","John Ford","N/A","3.4","N/A","Hoodman Blind (1923)"
"244",260,"House on Haunted Hill","1999","R","29 Oct 1999","93 min","Horror, Mystery, Thriller","William Malone","1 win & 3 nominations.","5.6","N/A","House on Haunted Hill (1999)"
"245",261,"House of Wax","1953","APPROVED","25 Apr 1953","88 min","Horror","André De Toth","1 win & 1 nomination.","7.1","N/A","House of Wax (1953)"
"246",262,"House of Wax","2005","R","06 May 2005","108 min","Horror","Jaume Collet-Serra","5 wins & 11 nominations.","5.3","$32,000,000","House of Wax (2005)"
"247",263,"How to Make a Monster","2001","R","14 Oct 2001","91 min","Horror, Sci-Fi, Thriller","George Huang","1 nomination.","4.4","N/A","How to Make a Monster (2001)"
"248",264,"Huckleberry Finn","1974","G","24 May 1974","118 min","Adventure, Musical","J. Lee Thompson","N/A","5.4","N/A","Huckleberry Finn (1974)"
"249",265,"Hurricane","1979","PG","12 Apr 1979","120 min","Adventure, Drama","Jan Troell","N/A","4.5","N/A","Hurricane (1979)"
"250",266,"The Omega Man","1971","GP","01 Aug 1971","98 min","Action, Sci-Fi, Thriller","Boris Sagal","1 nomination.","6.6","N/A","The Omega Man (1971)"
"251",268,"I Am Omega","2007","NOT RATED","18 Nov 2007","91 min","Action, Horror, Sci-Fi","Griff Furst","N/A","3.3","N/A","I Am Omega (2007)"
"252",269,"I Died a Thousand Times","1955","NOT RATED","09 Nov 1955","109 min","Crime, Drama, Film-Noir","Stuart Heisler","N/A","6.4","N/A","I Died a Thousand Times (1955)"
"253",270,"I Married a Monster","1998","PG-13","08 Oct 1998","90 min","Horror, Sci-Fi","Nancy Malone","N/A","4.3","N/A","I Married a Monster (1998)"
"254",271,"I Saw What You Did","1988","NOT RATED","20 May 1988","93 min","Drama, Horror, Thriller","Fred Walton","N/A","5.8","N/A","I Saw What You Did (1988)"
"255",272,"I Spit on Your Grave","2010","R","20 Jan 2011","108 min","Crime, Horror, Thriller","Steven R. Monroe","2 nominations.","6.3","$92,401","I Spit on Your Grave (2010)"
"256",273,"I Want to Live","1983","N/A","09 May 1983","100 min","Biography, Drama","David Lowell Rich","N/A","6.9","N/A","I Want to Live (1983)"
"257",274,"Ice Castles","2010","PG","09 Feb 2010","95 min","Drama, Romance, Sport","Donald Wrye","N/A","6.4","N/A","Ice Castles (2010)"
"258",275,"Ihr erstes Rendezvous","1955","N/A","25 Aug 1955","100 min","Romance","Axel von Ambesser","N/A","N/A","N/A","Ihr erstes Rendezvous (1955)"
"259",276,"In the Good Old Summertime","1949","APPROVED","29 Jul 1949","102 min","Comedy, Musical, Romance","Robert Z. Leonard","1 nomination.","7.2","N/A","In the Good Old Summertime (1949)"
"260",277,"Indiscretion of an American Wife","1998","N/A","09 Mar 1998","105 min","Drama","George Kaczender","N/A","6.3","N/A","Indiscretion of an American Wife (1998)"
"261",278,"The Initiation of Sarah","2006","NOT RATED","22 Oct 2006","90 min","Horror, Thriller","Stuart Gillard","1 nomination.","5.4","N/A","The Initiation of Sarah (2006)"
"262",279,"The In-Laws","2003","PG-13","23 May 2003","98 min","Action, Comedy, Thriller","Andrew Fleming","N/A","5.7","$20,384,203","The In-Laws (2003)"
"263",280,"Insomnia","2002","R","24 May 2002","118 min","Drama, Mystery, Thriller","Christopher Nolan","1 win & 10 nominations.","7.2","$67,300,000","Insomnia (2002)"
"264",281,"Intersection","1994","R","21 Jan 1994","98 min","Drama, Romance","Mark Rydell","2 wins.","5.3","N/A","Intersection (1994)"
"265",282,"Intermezzo: A Love Story","1939","APPROVED","28 Feb 1940","70 min","Romance, Drama","Gregory Ratoff","N/A","6.8","N/A","Intermezzo: A Love Story (1939)"
"266",283,"Interview","2007","R","10 May 2007","84 min","Drama","Steve Buscemi","1 win & 3 nominations.","6.8","$252,499","Interview (2007)"
"267",284,"Invaders from Mars","1986","PG","06 Jun 1986","100 min","Horror, Sci-Fi","Tobe Hooper","2 nominations.","5.5","N/A","Invaders from Mars (1986)"
"268",285,"Invasion of the Body Snatchers","1978","PG","22 Dec 1978","115 min","Horror, Sci-Fi","Philip Kaufman","3 wins & 9 nominations.","7.4","N/A","Invasion of the Body Snatchers (1978)"
"269",286,"Body Snatchers","1993","R","28 Jan 1994","87 min","Horror, Sci-Fi","Abel Ferrara","2 nominations.","5.9","N/A","Body Snatchers (1993)"
"270",287,"The Invasion","2007","PG-13","17 Aug 2007","99 min","Sci-Fi, Thriller","Oliver Hirschbiegel, James McTeigue","1 win & 2 nominations.","5.9","$15,100,000","The Invasion (2007)"
"271",288,"Irma la Douce","1972","N/A","17 Feb 1972","N/A","Comedy, Romance","Paul Paviot","N/A","8.2","N/A","Irma la Douce (1972)"
"272",289,"Iron Maze","1991","R","01 Nov 1991","104 min","Drama, Thriller","Hiroaki Yoshida","1 win & 2 nominations.","4.5","N/A","Iron Maze (1991)"
"273",290,"The Italian Job","2003","PG-13","30 May 2003","111 min","Action, Crime, Thriller","F. Gary Gray","8 wins & 7 nominations.","7.0","$105,996,316","The Italian Job (2003)"
"274",292,"It!","1967","UNRATED","15 Nov 1967","96 min","Horror, Sci-Fi","Herbert J. Leder","N/A","5.6","N/A","It! (1967)"
"275",294,"It's Great to Be Alive","1933","N/A","08 Jul 1933","69 min","Comedy, Musical, Sci-Fi","Alfred L. Werker","N/A","4.8","N/A","It's Great to Be Alive (1933)"
"276",296,"The Jackal","1997","R","14 Nov 1997","124 min","Action, Crime, Drama","Michael Caton-Jones","1 win & 4 nominations.","6.4","N/A","The Jackal (1997)"
"277",297,"Jakob the Liar","1999","PG-13","24 Sep 1999","120 min","Drama, War","Peter Kassovitz","2 wins & 3 nominations.","6.5","N/A","Jakob the Liar (1999)"
"278",298,"The Jazz Singer","1952","N/A","14 Feb 1953","107 min","Drama, Music, Romance","Michael Curtiz","N/A","5.8","N/A","The Jazz Singer (1952)"
"279",299,"The Jazz Singer","1980","PG","19 Dec 1980","115 min","Drama, Music, Romance","Richard Fleischer","Nominated for 3 Golden Globes. Another 3 wins & 7 nominations.","5.8","N/A","The Jazz Singer (1980)"
"280",300,"Jigoku","1999","N/A","N/A","102 min","Horror","Teruo Ishii","N/A","4.4","N/A","Jigoku (1999)"
"281",301,"Journey Into Fear","1975","R","08 Aug 1975","100 min","Thriller","Daniel Mann","N/A","5.5","N/A","Journey Into Fear (1975)"
"282",302,"The Jungle Book","2016","PG","15 Apr 2016","106 min","Adventure, Drama, Family","Jon Favreau","Won 1 Oscar. Another 31 wins & 52 nominations.","7.5","$363,995,937","The Jungle Book (2016)"
"283",303,"The Jungle Book: Mowgli's Story","1998","G","28 Sep 1998","77 min","Adventure, Family","Nick Marck","N/A","4.3","N/A","The Jungle Book: Mowgli's Story (1998)"
"284",304,"The Making of Rudyard Kipling's 'The Jungle Book'","1994","N/A","N/A","27 min","Documentary","Dan Boothe","N/A","N/A","N/A","The Making of Rudyard Kipling's 'The Jungle Book' (1994)"
